Time,MMSI,Latitude_degrees,Longitude_degrees,X_utm,Y_utm,COG_degrees,SOG_knots
2016-01-12 13:02:23.012,235089392,50.7950466666667,-1.10783166666667,633351.9294160141,5628740.250901131,360.0,0.0
2016-01-12 13:02:23.121,311758000,50.7592166666667,-1.11281666666667,633102.3240280072,5624747.422466166,356.0,0.2
2016-01-12 13:02:23.121,235013375,50.7778333333333,-1.10833333333333,633365.5532316708,5626825.437191098,9.6,19.0
2016-01-12 13:02:24.431,235072757,50.7783333333333,-1.099,634022.0907351288,5626897.907596822,140.0,8.7
2016-01-12 13:02:24.650,212890000,50.8071483333333,-1.11631666666667,632719.6917989362,5630070.537308203,0.0,0.0
2016-01-12 13:02:25.086,235013375,50.778,-1.10833333333333,633365.0790783523,5626843.968429499,10.3,18.5
2016-01-12 13:02:25.086,235069877,50.7897033333333,-1.10961833333333,633241.2161295585,5628142.916314137,339.8,11.4
2016-01-12 13:02:25.523,235061621,50.7586333333333,-1.08206666666667,635272.632105577,5624738.35635903,331.0,20.8
2016-01-12 13:02:25.851,247006000,50.7049216666667,-1.03565666666667,638704.2702617384,5618852.302233851,84.9,0.3
2016-01-12 13:02:25.851,227273000,50.7502466666667,-1.08696833333333,634951.0619685908,5623796.916032586,336.0,18.1
2016-01-12 13:02:25.960,235086588,50.79196,-1.10552333333333,633523.3953571153,5628401.218496495,323.9,0.2
2016-01-12 13:02:26.069,235070763,50.8026666666667,-1.11283333333333,632977.8256847513,5629578.491068548,172.0,3.1
2016-01-12 13:02:26.615,232002833,50.8058583333333,-1.10461666666667,633547.6635427378,5629948.18086516,2.0,0.2
2016-01-12 13:02:26.943,235024149,50.7949883333333,-1.11596,632779.2860021727,5628719.13270958,25.7,0.2
2016-01-12 13:02:27.161,235013375,50.7781666666667,-1.10833333333333,633364.6049238961,5626862.499668374,5.9,19.0
2016-01-12 13:02:27.816,235061621,50.7588,-1.08223333333333,635260.397344089,5624756.58265357,329.0,20.8
2016-01-12 13:02:27.926,235051664,50.8072833333333,-1.11626833333333,632722.7143868839,5630085.634489804,360.0,0.3
2016-01-12 13:02:28.581,235109129,50.7983033333333,-1.122135,632334.7643952252,5629076.6468704995,228.4,0.0
2016-01-12 13:02:28.799,235069875,50.7959233333333,-1.10909833333333,633260.1729904446,5628835.441148993,217.9,0.0
2016-01-12 13:02:29.127,235013375,50.7783333333333,-1.10833333333333,633364.1307683022,5626881.030907713,0.0,18.6
2016-01-12 13:02:29.236,235066825,50.8005,-1.11033333333333,633160.1331413162,5629342.084918229,284.0,0.0
2016-01-12 13:02:29.345,235031617,50.774,-1.11683333333333,632777.1888660422,5626383.920833483,237.0,9.5
2016-01-12 13:02:29.891,235061621,50.75895,-1.08241666666667,635247.0353057078,5624772.925383768,329.0,20.8
2016-01-12 13:02:30.219,245188000,50.8141,-1.09233333333333,634389.420280072,5630886.820819647,358.5,0.1
2016-01-12 13:02:30.328,235070762,50.7725133333333,-1.09261333333333,634489.017431838,5626262.394544479,156.9,6.1
2016-01-12 13:02:30.656,235069877,50.7899983333333,-1.10977833333333,633229.1007915153,5628175.428301057,340.9,11.3
2016-01-12 13:02:30.656,235014661,50.7911666666667,-1.11433333333333,632904.7586050065,5628297.133333273,105.0,0.0
2016-01-12 13:02:30.983,311855000,50.7315333333333,-1.05451666666667,637294.8518611885,5621775.964281619,292.0,10.1
2016-01-12 13:02:31.202,235013375,50.7785,-1.10833333333333,633363.6566115702,5626899.562147538,0.2,18.4
2016-01-12 13:02:31.311,235061621,50.7591166666667,-1.08258333333333,635234.8007086943,5624791.151736302,328.0,20.9
2016-01-12 13:02:31.311,227273000,50.7507083333333,-1.08728333333333,634927.5150495253,5623847.6725484915,337.0,18.2
2016-01-12 13:02:31.748,235104062,50.7992683333333,-1.119105,632545.5452276072,5629189.372337134,189.0,0.0
2016-01-12 13:02:32.075,235031618,50.7345,-1.21316666666667,626091.5344420173,5621823.4218809875,221.0,0.2
2016-01-12 13:02:32.075,232002939,50.8022433333333,-1.11241666666667,633008.3858421828,5629532.171256096,179.0,6.0
2016-01-12 13:02:32.621,538003523,50.576685,-1.04089833333333,638711.267730345,5604584.597345408,197.7,1.1
2016-01-12 13:02:32.949,235089392,50.795045,-1.10783,633352.0516109668,5628740.068594982,360.0,0.0
2016-01-12 13:02:32.949,235061621,50.7592833333333,-1.08275,635222.5661938706,5624809.378116525,328.0,20.9
2016-01-12 13:02:33.058,247005000,50.7620183333333,-1.14012,631168.9312836765,5625010.149863352,289.9,10.5
2016-01-12 13:02:33.167,235013375,50.7786666666667,-1.10816666666667,633374.9316614401,5626918.394027807,7.2,17.7
2016-01-12 13:02:33.276,235070763,50.8025,-1.11283333333333,632978.2988775215,5629559.95975026,173.0,2.5
2016-01-12 13:02:33.495,212890000,50.8071316666667,-1.116335,632718.4474052729,5630068.651251864,0.0,0.0
2016-01-12 13:02:34.696,235064777,50.795495,-1.10995833333333,633200.7872418758,5628786.265663921,153.0,0.0
2016-01-12 13:02:35.133,235013375,50.7788333333333,-1.10816666666667,633374.457460635,5626936.925268213,11.2,17.3
2016-01-12 13:02:35.570,235061621,50.75945,-1.0829,635211.5071604277,5624827.634995548,328.0,20.9
2016-01-12 13:02:35.679,235072757,50.778,-1.0985,634058.2918126022,5626861.751614345,140.0,8.7
2016-01-12 13:02:36.116,232002833,50.8058583333333,-1.10461833333333,633547.5461189164,5629948.1778535675,356.8,0.2
2016-01-12 13:02:36.334,235024149,50.795045,-1.11589833333333,632783.4710915887,5628725.544124855,32.3,1.6
2016-01-12 13:02:36.443,235069877,50.7902966666667,-1.10991333333333,633218.738059036,5628208.355992947,342.6,11.2
2016-01-12 13:02:36.552,235070763,50.8025,-1.11283333333333,632978.2988775215,5629559.95975026,173.0,2.2
2016-01-12 13:02:36.771,227273000,50.751175,-1.08757666666667,634905.4824727029,5623899.024618007,338.0,18.1
2016-01-12 13:02:36.880,235086588,50.79196,-1.10552,633523.6302745129,5628401.224517401,360.0,0.1
2016-01-12 13:02:37.208,235013375,50.779,-1.108,633385.7323826109,5626955.757174867,16.4,17.2
2016-01-12 13:02:37.426,235105058,50.801865,-1.12275333333333,632281.1344500398,5629471.5545952665,134.6,0.1
2016-01-12 13:02:37.863,235051664,50.8072833333333,-1.116275,632722.2447052642,5630085.622517662,360.0,0.0
2016-01-12 13:02:39.173,235109129,50.7983116666667,-1.12212166666667,632335.680397641,5629077.597308131,229.6,0.1
2016-01-12 13:02:39.173,235013375,50.7791666666667,-1.108,633385.2581377318,5626974.288415878,17.2,18.0
2016-01-12 13:02:39.392,235061621,50.7597833333333,-1.0832,635189.3893151783,5624864.148821344,328.0,20.9
2016-01-12 13:02:39.501,235070763,50.8025,-1.11266666666667,632990.0421133061,5629560.2596238665,172.0,2.0
2016-01-12 13:02:39.610,311855000,50.7316833333333,-1.05506666666667,637255.6022541664,5621791.621671853,292.0,10.1
2016-01-12 13:02:39.828,235070762,50.7722833333333,-1.09243,634502.6030172573,5626237.154973652,154.3,6.2
2016-01-12 13:02:39.938,235031617,50.7738333333333,-1.1175,632730.6591331222,5626364.192658541,238.0,9.7
2016-01-12 13:02:39.938,235066825,50.8005,-1.11033333333333,633160.1331413162,5629342.084918229,284.0,0.0
2016-01-12 13:02:40.265,245188000,50.8141,-1.09235,634388.2462503114,5630886.790510352,160.2,0.1
2016-01-12 13:02:40.265,235005246,50.809165,-1.11172166666667,633037.6912394549,5630303.028101523,223.3,5.6
2016-01-12 13:02:40.920,235069875,50.7959233333333,-1.10909666666667,633260.2904392503,5628835.444153676,42.0,0.0
2016-01-12 13:02:41.248,235013375,50.7793333333333,-1.108,633384.783891715,5626992.819657355,11.7,17.3
2016-01-12 13:02:41.466,232002939,50.80203,-1.11239833333333,633010.283427689,5629508.4841636615,177.0,4.7
2016-01-12 13:02:41.576,235014661,50.7911666666667,-1.11433333333333,632904.7586050065,5628297.133333273,105.0,0.0
2016-01-12 13:02:42.340,235069877,50.790595,-1.110045,633208.610368361,5628241.289711343,343.7,11.2
2016-01-12 13:02:42.558,235089392,50.7950416666667,-1.10783,633352.0610988964,5628739.697969262,360.0,0.0
2016-01-12 13:02:42.777,247005000,50.7621983333333,-1.14083833333333,631117.7708523758,5625028.889804114,291.3,10.5
2016-01-12 13:02:42.995,235031618,50.7345,-1.21316666666667,626091.5344420173,5621823.4218809875,237.0,0.1
2016-01-12 13:02:43.214,235013375,50.7795,-1.108,633384.3096445597,5627011.350899315,8.6,16.8
2016-01-12 13:02:43.432,227273000,50.7516466666667,-1.08784833333333,634884.9641989889,5623950.97222271,340.0,18.0
2016-01-12 13:02:44.087,235074416,50.8072133333333,-1.1039,633594.2902869084,5630100.135648974,295.0,0.0
2016-01-12 13:02:44.306,235109172,50.7987483333333,-1.120265,632465.2770677181,5629129.475111565,19.7,0.1
2016-01-12 13:02:44.524,212890000,50.80712,-1.11635666666667,632716.9539988276,5630067.315150176,0.0,0.0
2016-01-12 13:02:44.633,235072757,50.7776666666667,-1.09816666666667,634082.7439402973,5626825.293617909,140.0,8.7
2016-01-12 13:02:44.961,235083854,50.7915233333333,-1.11513833333333,632847.0138001933,5628335.343314884,353.0,2.9
2016-01-12 13:02:45.070,235013375,50.7795,-1.10783333333333,633396.05864286,5627011.651590507,7.7,16.3
2016-01-12 13:02:45.070,235011206,50.77099,-1.11642166666667,632814.7382379868,5626049.985951236,55.6,5.0
2016-01-12 13:02:45.507,235061621,50.7602666666667,-1.0837,635152.7349870842,5624916.975239769,328.0,20.8
2016-01-12 13:02:45.834,232002833,50.8058583333333,-1.10462333333333,633547.1938474502,5629948.168818805,339.2,0.3
2016-01-12 13:02:46.271,235086588,50.79196,-1.10552333333333,633523.3953571153,5628401.218496495,360.0,0.0
2016-01-12 13:02:46.817,235010000,50.7947216666667,-1.10864833333333,633295.3030997536,5628702.641918612,167.4,0.0
2016-01-12 13:02:47.145,235070763,50.8025,-1.11266666666667,632990.0421133061,5629560.2596238665,169.0,1.6
2016-01-12 13:02:47.254,235013375,50.7796666666667,-1.10783333333333,633395.5843527686,5627030.182832588,14.4,16.4
2016-01-12 13:02:47.582,235024149,50.7951866666667,-1.115745,632793.8750430292,5628741.571181687,34.6,3.4
2016-01-12 13:02:47.909,235012040,50.7893533333333,-1.11998,632511.9291769008,5628085.3760054745,122.0,0.0
2016-01-12 13:02:48.346,235109129,50.7983033333333,-1.12212166666667,632335.7039393237,5629076.670741829,228.1,0.0
2016-01-12 13:02:48.346,235051664,50.8072833333333,-1.11627833333333,632722.0098644532,5630085.616531608,360.0,0.0
2016-01-12 13:02:49.001,235069877,50.790895,-1.11011166666667,633203.0590502474,5628274.525883548,348.6,11.0
2016-01-12 13:02:49.110,227273000,50.7521183333333,-1.08810666666667,634865.3867678938,5624002.944216833,341.0,17.9
2016-01-12 13:02:49.220,235069877,50.790895,-1.11011166666667,633203.0590502474,5628274.525883548,348.6,11.0
2016-01-12 13:02:49.220,235013375,50.7798333333333,-1.10783333333333,633395.1100615395,5627048.714075131,16.9,16.5
2016-01-12 13:02:49.438,311855000,50.7319,-1.05588333333333,637197.3406945234,5621814.197206949,292.0,10.1
2016-01-12 13:02:49.875,235031617,50.7735,-1.118,632696.3512356738,5626326.232745717,238.0,9.7
2016-01-12 13:02:50.202,235014661,50.7911666666667,-1.11433333333333,632904.7586050065,5628297.133333273,105.0,0.0
2016-01-12 13:02:50.417,245188000,50.8141,-1.09233333333333,634389.420280072,5630886.820819647,246.7,0.1
2016-01-12 13:02:50.527,235066825,50.8005,-1.11033333333333,633160.1331413162,5629342.084918229,284.0,0.0
2016-01-12 13:02:51.073,235013375,50.78,-1.10766666666667,633406.3846418503,5627067.546034786,13.5,16.7
2016-01-12 13:02:51.182,235061621,50.7607666666667,-1.08415,635119.5594646996,5624971.746372732,328.0,20.7
2016-01-12 13:02:51.182,232002939,50.8018683333333,-1.11235333333333,633013.9132426529,5629490.5897698775,177.0,4.0
2016-01-12 13:02:51.400,235070762,50.7719683333333,-1.092235,634517.2551426397,5626202.485755438,158.3,6.2
2016-01-12 13:02:52.601,247005000,50.7623833333333,-1.14156,631066.3617664459,5625048.180271366,291.5,10.6
2016-01-12 13:02:52.820,235024149,50.7952716666667,-1.11564166666667,632800.9160456281,5628751.207787581,36.6,4.1
2016-01-12 13:02:53.038,235089392,50.7950433333333,-1.107835,633351.7040019421,5628739.874261975,360.0,0.2
2016-01-12 13:02:53.147,235069875,50.795935,-1.10909333333333,633260.4921508709,5628836.7473534485,183.6,0.1
2016-01-12 13:02:53.147,235013375,50.7801666666667,-1.10766666666667,633405.9103065461,5627086.077277936,19.2,16.9
2016-01-12 13:02:53.257,235070763,50.8025,-1.11266666666667,632990.0421133061,5629560.2596238665,165.0,1.4
2016-01-12 13:02:54.130,235072757,50.7773333333333,-1.09783333333333,634107.1963968889,5626788.835732225,139.0,8.7
2016-01-12 13:02:54.567,232002833,50.8058516666667,-1.104615,633547.7999776358,5629947.442624363,40.3,0.1
2016-01-12 13:02:55.113,235013375,50.7803333333333,-1.1075,633417.1847589618,5627104.90926396,22.2,17.1
2016-01-12 13:02:55.113,212890000,50.8071266666667,-1.11634333333333,632717.8744716329,5630068.080347044,50.3,0.0
2016-01-12 13:02:55.222,235069877,50.7911916666667,-1.11015833333333,633198.926792517,5628307.427473433,352.4,10.8
2016-01-12 13:02:55.659,235069877,50.79124,-1.11016666666667,633198.2020916357,5628312.78652923,352.7,10.8
2016-01-12 13:02:55.768,227273000,50.75259,-1.08835333333333,634846.6325939359,5624054.9375517,342.0,17.9
2016-01-12 13:02:55.987,235069877,50.79124,-1.11016666666667,633198.2020916357,5628312.78652923,352.7,10.8
2016-01-12 13:02:56.205,235008564,50.78855,-1.29914166666667,619886.6770446448,5627690.213205842,191.0,36.3
2016-01-12 13:02:57.188,235070763,50.8023333333333,-1.11266666666667,632990.5153467533,5629541.72830641,161.0,1.3
2016-01-12 13:02:57.188,235003665,50.7961566666667,-1.11606666666667,632768.4580612974,5628848.845561729,237.4,0.0
2016-01-12 13:02:57.297,235013375,50.7805,-1.1075,633416.7103795826,5627123.440507702,20.8,17.1
2016-01-12 13:02:57.297,235086588,50.79196,-1.10552166666667,633523.5128158141,5628401.221506947,360.0,0.1
2016-01-12 13:02:57.406,235024149,50.7953633333333,-1.11552,632809.230076083,5628761.618594861,38.6,4.8
2016-01-12 13:02:57.843,235061621,50.7612666666667,-1.08461666666667,635085.209253361,5625026.48726533,328.0,20.7
2016-01-12 13:02:58.498,235051664,50.8072766666667,-1.11628,632721.9113384492,5630084.872285029,360.0,0.0
2016-01-12 13:02:58.717,235109129,50.7983016666667,-1.12211333333333,632336.2958627434,5629076.500348247,232.2,0.1
2016-01-12 13:02:58.826,235031617,50.7733333333333,-1.11866666666667,632649.8206989897,5626306.505307517,237.0,9.6
2016-01-12 13:02:59.044,232003387,50.8248883333333,-1.04147833333333,637939.9302921466,5632180.062612746,0.0,0.0
2016-01-12 13:02:59.263,235013375,50.7806666666667,-1.10733333333333,633427.9847041001,5627142.272520119,21.0,17.1
2016-01-12 13:02:59.481,311855000,50.7320166666667,-1.05645,637157.012976683,5621826.118223579,292.0,10.1
2016-01-12 13:02:59.699,235070763,50.8023333333333,-1.11266666666667,632990.5153467533,5629541.72830641,158.0,1.2
2016-01-12 13:02:59.809,235070762,50.7717433333333,-1.09213,634525.3037244224,5626177.659675524,164.0,6.2
2016-01-12 13:03:00.027,235066825,50.8005,-1.11033333333333,633160.1331413162,5629342.084918229,288.0,0.0
2016-01-12 13:03:00.136,235024149,50.79542,-1.11543833333333,632814.8244939438,5628768.065970935,39.7,5.1
2016-01-12 13:03:00.901,245188000,50.8141,-1.09233333333333,634389.420280072,5630886.820819647,349.8,0.1
2016-01-12 13:03:01.010,235069877,50.7914916666667,-1.11020833333333,633194.550177433,5628340.693686841,353.7,10.9
2016-01-12 13:03:01.010,235013375,50.7808333333333,-1.10733333333333,633427.5102806457,5627160.803764443,16.9,17.3
2016-01-12 13:03:01.337,235014661,50.7911666666667,-1.11433333333333,632904.7586050065,5628297.133333273,105.0,0.0
2016-01-12 13:03:01.447,227273000,50.753065,-1.08858333333333,634829.0447416981,5624107.331956004,343.0,17.8
2016-01-12 13:03:01.556,247005000,50.762545,-1.142215,631019.7195701527,5625064.994969364,291.1,10.6
2016-01-12 13:03:01.665,235069877,50.7915433333333,-1.11021833333333,633193.6985480665,5628346.4203659715,353.3,10.9
2016-01-12 13:03:02.429,235069877,50.7915433333333,-1.11021833333333,633193.6985480665,5628346.4203659715,353.3,10.9
2016-01-12 13:03:02.866,235031618,50.7345,-1.21316666666667,626091.5344420173,5621823.4218809875,105.0,0.0
2016-01-12 13:03:02.975,235013375,50.781,-1.10716666666667,633438.7844772644,5627179.635803242,18.7,17.8
2016-01-12 13:03:03.303,235070763,50.8023333333333,-1.11266666666667,632990.5153467533,5629541.72830641,157.0,1.1
2016-01-12 13:03:03.521,235089392,50.7950416666667,-1.10783333333333,633351.8261968961,5628739.691955833,360.0,0.0
2016-01-12 13:03:03.631,235024149,50.79548,-1.11535166666667,632820.7617974667,5628774.892963609,41.3,5.4
2016-01-12 13:03:03.958,235061621,50.7617666666667,-1.08506666666667,635052.0350733016,5625081.258812149,329.0,20.7
2016-01-12 13:03:04.286,212890000,50.80712,-1.11634833333333,632717.541102908,5630067.330114728,73.1,0.0
2016-01-12 13:03:04.723,232002833,50.8058416666667,-1.10462,633547.4762226536,5629946.321710988,185.5,0.5
2016-01-12 13:03:05.050,235069875,50.7959266666667,-1.10909833333333,633260.1635087574,5628835.811774828,28.5,0.0
2016-01-12 13:03:05.159,235013375,50.781,-1.10716666666667,633438.7844772644,5627179.635803242,9.9,17.5
2016-01-12 13:03:05.924,235072757,50.777,-1.09733333333333,634143.3987933812,5626752.680323398,140.0,8.7
2016-01-12 13:03:06.142,235070763,50.8023333333333,-1.11266666666667,632990.5153467533,5629541.72830641,153.0,1.0
2016-01-12 13:03:06.797,235069877,50.7917866666667,-1.11026333333333,633189.835439154,5628373.394957331,353.3,10.7
2016-01-12 13:03:06.797,227273000,50.7535416666667,-1.08878333333333,634813.5684061614,5624159.966410369,346.0,17.7
2016-01-12 13:03:07.125,235024149,50.7955616666667,-1.11522833333333,632829.2215511253,5628784.19492096,42.6,5.8
2016-01-12 13:03:07.234,235013375,50.7811666666667,-1.107,633450.0585889192,5627198.467868303,21.0,17.1
2016-01-12 13:03:07.453,235070762,50.7715433333333,-1.09200333333333,634534.8082715968,5626155.652706185,159.9,5.9
2016-01-12 13:03:07.671,235051664,50.8072766666667,-1.116275,632722.263599715,5630084.881264107,360.0,0.0
2016-01-12 13:03:08.435,235086588,50.79196,-1.10552166666667,633523.5128158141,5628401.221506947,360.0,0.1
2016-01-12 13:03:08.763,235109129,50.7983083333333,-1.12210333333333,632336.9816873112,5629077.25950496,233.3,0.0
2016-01-12 13:03:08.872,235066825,50.8005,-1.11033333333333,633160.1331413162,5629342.084918229,270.0,0.0
2016-01-12 13:03:08.981,235013375,50.7813333333333,-1.107,633449.5840784515,5627216.99911334,20.1,16.4
2016-01-12 13:03:09.091,235069877,50.7918866666667,-1.110275,633188.7289679758,5628384.492706284,353.9,10.7
2016-01-12 13:03:09.418,245188000,50.8141,-1.09233333333333,634389.420280072,5630886.820819647,46.8,0.0
2016-01-12 13:03:09.746,235031617,50.7731666666667,-1.11916666666667,632615.040425066,5626287.077193608,238.0,9.7
2016-01-12 13:03:09.855,235070763,50.8023333333333,-1.11266666666667,632990.5153467533,5629541.72830641,152.0,1.0
2016-01-12 13:03:09.964,235061621,50.76225,-1.08555,635016.5588762055,5625134.116590276,328.0,20.9
2016-01-12 13:03:10.619,235005246,50.80872,-1.11269166666667,632970.6189784207,5630251.803750042,230.1,5.3
2016-01-12 13:03:10.947,311855000,50.7322166666667,-1.0572,637103.5052419977,5621846.965287025,292.0,10.1
2016-01-12 13:03:11.165,235014661,50.7911666666667,-1.11433333333333,632904.7586050065,5628297.133333273,105.0,0.0
2016-01-12 13:03:11.165,235024149,50.7956466666667,-1.11509833333333,632838.1416208817,5628793.879499313,43.9,6.1
2016-01-12 13:03:11.165,235070762,50.77148,-1.09196833333333,634537.4576967607,5626148.674536532,152.2,5.7
2016-01-12 13:03:11.275,235013375,50.7815,-1.10683333333333,633460.8580622079,5627235.831204782,14.6,16.1
2016-01-12 13:03:12.476,247005000,50.7627333333333,-1.14293833333333,630968.1843932401,5625084.654065721,292.0,10.7
2016-01-12 13:03:13.131,235069877,50.7920816666667,-1.11029666666667,633186.6477060986,5628406.135269553,354.9,10.6
2016-01-12 13:03:13.131,235070763,50.8023333333333,-1.11266666666667,632990.5153467533,5629541.72830641,147.0,1.0
2016-01-12 13:03:13.240,235013375,50.7816666666667,-1.10683333333333,633460.3835076633,5627254.362450423,14.6,16.1
2016-01-12 13:03:13.786,235083854,50.7917233333333,-1.115505,632820.6056785109,5628356.921992166,287.0,2.2
2016-01-12 13:03:13.786,235070762,50.7714166666667,-1.09187,634544.5725098024,5626141.81160508,149.8,5.6
2016-01-12 13:03:13.895,235008564,50.7856866666667,-1.29963166666667,619859.4637283224,5627371.044930314,186.0,35.8
2016-01-12 13:03:13.895,227273000,50.7540183333333,-1.08896166666667,634799.6205447423,5624212.640397791,347.0,17.6
2016-01-12 13:03:14.114,235024149,50.7957083333333,-1.11499333333333,632845.36608103,5628800.924781145,45.1,6.3
2016-01-12 13:03:14.114,212890000,50.807125,-1.11636,632716.7049870285,5630067.8651045365,0.0,0.0
2016-01-12 13:03:14.332,235089392,50.7950416666667,-1.10783,633352.0610988964,5628739.697969262,360.0,0.0
2016-01-12 13:03:14.987,232002833,50.80585,-1.10459166666667,633549.4486642032,5629947.299473875,89.1,0.2
2016-01-12 13:03:15.097,235069877,50.7921716666667,-1.11030166666667,633186.0395021576,5628416.13315385,355.6,10.4
2016-01-12 13:03:15.424,235013375,50.7818333333333,-1.10683333333333,633459.9089519803,5627272.893696526,3.0,14.7
2016-01-12 13:03:15.643,235027329,50.7903,-1.11738,632692.4944614773,5628195.297500285,176.0,0.1
2016-01-12 13:03:15.861,235072757,50.7766666666667,-1.09683333333333,634179.601684816,5626716.525159269,138.0,8.6
